id,fecha,tipo,descripcion,estudiante_id
3728,2024-10-04,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9065
3729,2024-07-24,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9020
3730,2024-11-15,Leve,Conversación reiterativa e interrupción durante la explicación del docente.,8947
3731,2024-10-09,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9192
3732,2024-04-22,Grave,Retiro del aula de clases sin autorización previa del docente a cargo.,9192
3733,2024-09-23,Grave,Retiro del aula de clases sin autorización previa del docente a cargo.,9192
3734,2024-04-08,Grave,Agresión física menor en el patio durante el horario de salida.,9220
3735,2024-05-06,Leve,Conversación reiterativa e interrupción durante la explicación del docente.,9220
3736,2024-03-06,Positiva,Apoyo solidario voluntario en el mantenimiento de las áreas verdes del colegio.,9220
3737,2024-11-06,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,8964
3738,2024-11-08,Leve,Uso indebido de celular dentro del aula de clases a pesar de advertencia previa.,8964
3739,2024-04-18,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9194
3740,2024-09-19,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9194
3741,2024-05-20,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9031
3742,2024-09-23,Leve,Uso indebido de celular dentro del aula de clases a pesar de advertencia previa.,9031
3743,2024-08-05,Positiva,Representación sobresaliente de la institución en las Olimpiadas de Matemáticas.,9203
3744,2024-06-21,Positiva,Representación sobresaliente de la institución en las Olimpiadas de Matemáticas.,9203
3745,2024-11-22,Positiva,Apoyo solidario voluntario en el mantenimiento de las áreas verdes del colegio.,9164
3746,2024-03-15,Grave,Agresión física menor en el patio durante el horario de salida.,9164
3747,2024-05-20,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,9287
3748,2024-11-11,Leve,Uso indebido de celular dentro del aula de clases a pesar de advertencia previa.,9110
3749,2024-03-18,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9110
3750,2024-09-19,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",9232
3751,2024-10-10,Grave,Agresión física menor en el patio durante el horario de salida.,9232
3752,2024-05-13,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9232
3753,2024-11-08,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9328
3754,2024-04-01,Positiva,Representación sobresaliente de la institución en las Olimpiadas de Matemáticas.,9037
3755,2024-07-04,Leve,Uso indebido de celular dentro del aula de clases a pesar de advertencia previa.,8998
3756,2024-04-10,Positiva,Apoyo solidario voluntario en el mantenimiento de las áreas verdes del colegio.,8998
3757,2024-06-17,Grave,Retiro del aula de clases sin autorización previa del docente a cargo.,9148
3758,2024-08-09,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",9230
3759,2024-08-19,Leve,Uso indebido de celular dentro del aula de clases a pesar de advertencia previa.,9230
3760,2024-11-04,Grave,Agresión física menor en el patio durante el horario de salida.,9282
3761,2024-03-25,Grave,Agresión física menor en el patio durante el horario de salida.,9282
3762,2024-08-12,Positiva,Apoyo solidario voluntario en el mantenimiento de las áreas verdes del colegio.,9282
3763,2024-11-07,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9002
3764,2024-08-15,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9002
3765,2024-05-08,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",9133
3766,2024-09-02,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9133
3767,2024-04-12,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,8986
3768,2024-07-17,Leve,Conversación reiterativa e interrupción durante la explicación del docente.,8986
3769,2024-09-11,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",8986
3770,2024-09-23,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9134
3771,2024-11-04,Grave,Retiro del aula de clases sin autorización previa del docente a cargo.,9134
3772,2024-03-11,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9105
3773,2024-08-05,Leve,Uso indebido de celular dentro del aula de clases a pesar de advertencia previa.,9105
3774,2024-09-02,Leve,Incumplimiento de la entrega de tareas asignadas en dos sesiones consecutivas.,9086
3775,2024-10-09,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,9197
3776,2024-07-02,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",9197
3777,2024-05-16,Grave,Agresión física menor en el patio durante el horario de salida.,9197
3778,2024-04-15,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9316
3779,2024-08-26,Leve,Uso indebido de celular dentro del aula de clases a pesar de advertencia previa.,9316
3780,2024-03-25,Positiva,Apoyo solidario voluntario en el mantenimiento de las áreas verdes del colegio.,9238
3781,2024-05-14,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9238
3782,2024-09-02,Grave,Agresión física menor en el patio durante el horario de salida.,9238
3783,2024-04-24,Positiva,Apoyo solidario voluntario en el mantenimiento de las áreas verdes del colegio.,8976
3784,2024-07-15,Leve,Incumplimiento de la entrega de tareas asignadas en dos sesiones consecutivas.,8976
3785,2024-06-24,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",9339
3786,2024-07-08,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",9184
3787,2024-10-01,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,9184
3788,2024-10-04,Positiva,Representación sobresaliente de la institución en las Olimpiadas de Matemáticas.,9184
3789,2024-03-15,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9277
3790,2024-06-20,Positiva,Representación sobresaliente de la institución en las Olimpiadas de Matemáticas.,9277
3791,2024-06-21,Grave,Retiro del aula de clases sin autorización previa del docente a cargo.,9277
3792,2024-10-09,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,8944
3793,2024-04-22,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,8944
3794,2024-04-15,Positiva,Apoyo solidario voluntario en el mantenimiento de las áreas verdes del colegio.,8944
3795,2024-06-10,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9021
3796,2024-05-14,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9021
3797,2024-07-18,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",9021
3798,2024-06-10,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,8980
3799,2024-05-13,Leve,Incumplimiento de la entrega de tareas asignadas en dos sesiones consecutivas.,8978
3800,2024-04-15,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,8978
3801,2024-03-13,Leve,Incumplimiento de la entrega de tareas asignadas en dos sesiones consecutivas.,9047
3802,2024-07-22,Positiva,Representación sobresaliente de la institución en las Olimpiadas de Matemáticas.,9047
3803,2024-10-14,Grave,Retiro del aula de clases sin autorización previa del docente a cargo.,9272
3804,2024-06-25,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9272
3805,2024-03-08,Grave,Agresión física menor en el patio durante el horario de salida.,9272
3806,2024-07-15,Leve,Conversación reiterativa e interrupción durante la explicación del docente.,9067
3807,2024-09-23,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",9067
3808,2024-04-15,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9236
3809,2024-10-04,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9247
3810,2024-08-12,Grave,Retiro del aula de clases sin autorización previa del docente a cargo.,9036
3811,2024-05-06,Grave,Retiro del aula de clases sin autorización previa del docente a cargo.,9011
3812,2024-05-01,Leve,Incumplimiento de la entrega de tareas asignadas en dos sesiones consecutivas.,9011
3813,2024-04-15,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9281
3814,2024-03-21,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,9281
3815,2024-03-21,Positiva,Representación sobresaliente de la institución en las Olimpiadas de Matemáticas.,9281
3816,2024-09-02,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9244
3817,2024-09-05,Leve,Uso indebido de celular dentro del aula de clases a pesar de advertencia previa.,9244
3818,2024-11-11,Leve,Conversación reiterativa e interrupción durante la explicación del docente.,9244
3819,2024-11-18,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9034
3820,2024-06-12,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9034
3821,2024-06-11,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9034
3822,2024-11-06,Positiva,Representación sobresaliente de la institución en las Olimpiadas de Matemáticas.,9026
3823,2024-08-20,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9026
3824,2024-05-20,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9026
3825,2024-08-12,Leve,Conversación reiterativa e interrupción durante la explicación del docente.,8960
3826,2024-04-18,Grave,Agresión física menor en el patio durante el horario de salida.,8960
3827,2024-05-13,Grave,Agresión física menor en el patio durante el horario de salida.,9055
3828,2024-08-05,Leve,Incumplimiento de la entrega de tareas asignadas en dos sesiones consecutivas.,9055
3829,2024-10-09,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9149
3830,2024-06-06,Leve,Incumplimiento de la entrega de tareas asignadas en dos sesiones consecutivas.,9149
3831,2024-11-18,Grave,Retiro del aula de clases sin autorización previa del docente a cargo.,8997
3832,2024-10-07,Leve,Incumplimiento de la entrega de tareas asignadas en dos sesiones consecutivas.,8997
3833,2024-06-03,Leve,Conversación reiterativa e interrupción durante la explicación del docente.,9256
3834,2024-05-20,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,9256
3835,2024-03-11,Positiva,Apoyo solidario voluntario en el mantenimiento de las áreas verdes del colegio.,9256
3836,2024-10-22,Positiva,Representación sobresaliente de la institución en las Olimpiadas de Matemáticas.,9330
3837,2024-09-04,Leve,Conversación reiterativa e interrupción durante la explicación del docente.,9330
3838,2024-03-25,Leve,Uso indebido de celular dentro del aula de clases a pesar de advertencia previa.,8943
3839,2024-11-05,Grave,Retiro del aula de clases sin autorización previa del docente a cargo.,8966
3840,2024-08-05,Grave,Retiro del aula de clases sin autorización previa del docente a cargo.,8966
3841,2024-08-08,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,8977
3842,2024-04-17,Positiva,Representación sobresaliente de la institución en las Olimpiadas de Matemáticas.,9058
3843,2024-04-22,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9058
3844,2024-08-12,Positiva,Apoyo solidario voluntario en el mantenimiento de las áreas verdes del colegio.,9268
3845,2024-03-21,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,8956
3846,2024-04-15,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,8956
3847,2024-06-20,Leve,Uso indebido de celular dentro del aula de clases a pesar de advertencia previa.,9173
3848,2024-09-12,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9173
3849,2024-05-23,Leve,Incumplimiento de la entrega de tareas asignadas en dos sesiones consecutivas.,9108
3850,2024-10-03,Grave,Retiro del aula de clases sin autorización previa del docente a cargo.,9226
3851,2024-07-17,Positiva,Apoyo solidario voluntario en el mantenimiento de las áreas verdes del colegio.,9226
3852,2024-08-15,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,8946
3853,2024-03-04,Grave,Agresión física menor en el patio durante el horario de salida.,9023
3854,2024-07-03,Grave,Retiro del aula de clases sin autorización previa del docente a cargo.,9023
3855,2024-06-10,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9044
3856,2024-08-07,Grave,Retiro del aula de clases sin autorización previa del docente a cargo.,9044
3857,2024-06-24,Grave,Retiro del aula de clases sin autorización previa del docente a cargo.,9158
3858,2024-10-15,Leve,Conversación reiterativa e interrupción durante la explicación del docente.,9294
3859,2024-05-17,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",9294
3860,2024-10-14,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9200
3861,2024-08-15,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9200
3862,2024-11-04,Positiva,Apoyo solidario voluntario en el mantenimiento de las áreas verdes del colegio.,9200
3863,2024-06-25,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,8952
3864,2024-11-25,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,9340
3865,2024-07-05,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9340
3866,2024-05-06,Leve,Incumplimiento de la entrega de tareas asignadas en dos sesiones consecutivas.,9340
3867,2024-08-01,Positiva,Apoyo solidario voluntario en el mantenimiento de las áreas verdes del colegio.,9214
3868,2024-10-25,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",8953
3869,2024-08-19,Grave,Agresión física menor en el patio durante el horario de salida.,8953
3870,2024-07-09,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,8993
3871,2024-07-09,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",8993
3872,2024-03-07,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9291
3873,2024-05-03,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,9309
3874,2024-08-12,Grave,Retiro del aula de clases sin autorización previa del docente a cargo.,9276
3875,2024-06-06,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9332
3876,2024-10-23,Grave,Agresión física menor en el patio durante el horario de salida.,9332
3877,2024-10-25,Positiva,Representación sobresaliente de la institución en las Olimpiadas de Matemáticas.,9076
3878,2024-03-19,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,9076
3879,2024-05-14,Grave,Agresión física menor en el patio durante el horario de salida.,9140
3880,2024-05-13,Leve,Incumplimiento de la entrega de tareas asignadas en dos sesiones consecutivas.,9140
3881,2024-07-12,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9140
3882,2024-05-13,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9168
3883,2024-08-02,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,9102
3884,2024-05-09,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9006
3885,2024-09-02,Leve,Conversación reiterativa e interrupción durante la explicación del docente.,9006
3886,2024-09-04,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",9049
3887,2024-04-18,Grave,Retiro del aula de clases sin autorización previa del docente a cargo.,9049
3888,2024-09-09,Leve,Incumplimiento de la entrega de tareas asignadas en dos sesiones consecutivas.,9049
3889,2024-08-01,Grave,Retiro del aula de clases sin autorización previa del docente a cargo.,9114
3890,2024-10-21,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9114
3891,2024-04-08,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9174
3892,2024-04-09,Grave,Agresión física menor en el patio durante el horario de salida.,9174
3893,2024-10-21,Leve,Uso indebido de celular dentro del aula de clases a pesar de advertencia previa.,9174
3894,2024-06-21,Positiva,Representación sobresaliente de la institución en las Olimpiadas de Matemáticas.,9107
3895,2024-03-04,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9107
3896,2024-06-10,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,9107
3897,2024-06-06,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,9138
3898,2024-07-18,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",9274
3899,2024-04-12,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9274
3900,2024-05-17,Leve,Conversación reiterativa e interrupción durante la explicación del docente.,9274
3901,2024-04-19,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,9092
3902,2024-09-12,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,9092
3903,2024-04-15,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9097
3904,2024-09-25,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9267
3905,2024-08-23,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,9267
3906,2024-10-24,Leve,Incumplimiento de la entrega de tareas asignadas en dos sesiones consecutivas.,9146
3907,2024-03-22,Leve,Uso indebido de celular dentro del aula de clases a pesar de advertencia previa.,9146
3908,2024-04-15,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9113
3909,2024-04-17,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9113
3910,2024-09-19,Leve,Conversación reiterativa e interrupción durante la explicación del docente.,9113
3911,2024-03-11,Positiva,Apoyo solidario voluntario en el mantenimiento de las áreas verdes del colegio.,9117
3912,2024-05-06,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9117
3913,2024-08-14,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,9117
3914,2024-11-14,Leve,Incumplimiento de la entrega de tareas asignadas en dos sesiones consecutivas.,9080
3915,2024-09-03,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,9080
3916,2024-10-15,Positiva,Representación sobresaliente de la institución en las Olimpiadas de Matemáticas.,9080
3917,2024-07-24,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9115
3918,2024-09-04,Leve,Incumplimiento de la entrega de tareas asignadas en dos sesiones consecutivas.,9115
3919,2024-10-11,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",9071
3920,2024-09-18,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9278
3921,2024-07-02,Grave,Agresión física menor en el patio durante el horario de salida.,9278
3922,2024-07-22,Leve,Uso indebido de celular dentro del aula de clases a pesar de advertencia previa.,9126
3923,2024-04-22,Leve,Uso indebido de celular dentro del aula de clases a pesar de advertencia previa.,9126
3924,2024-04-24,Leve,Uso indebido de celular dentro del aula de clases a pesar de advertencia previa.,8958
3925,2024-03-18,Grave,Agresión física menor en el patio durante el horario de salida.,8958
3926,2024-04-24,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9070
3927,2024-05-16,Leve,Conversación reiterativa e interrupción durante la explicación del docente.,9070
3928,2024-03-22,Grave,Agresión física menor en el patio durante el horario de salida.,9070
3929,2025-05-12,Grave,Retiro del aula de clases sin autorización previa del docente a cargo.,9168
3930,2025-05-05,Leve,Incumplimiento de la entrega de tareas asignadas en dos sesiones consecutivas.,9168
3931,2025-05-06,Leve,Uso indebido de celular dentro del aula de clases a pesar de advertencia previa.,9168
3932,2025-04-02,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",9255
3933,2025-10-06,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9255
3934,2025-11-06,Leve,Uso indebido de celular dentro del aula de clases a pesar de advertencia previa.,9255
3935,2025-06-23,Positiva,Apoyo solidario voluntario en el mantenimiento de las áreas verdes del colegio.,8957
3936,2025-11-10,Positiva,Apoyo solidario voluntario en el mantenimiento de las áreas verdes del colegio.,8957
3937,2025-05-06,Leve,Uso indebido de celular dentro del aula de clases a pesar de advertencia previa.,8957
3938,2025-07-25,Leve,Incumplimiento de la entrega de tareas asignadas en dos sesiones consecutivas.,9150
3939,2025-10-07,Grave,Retiro del aula de clases sin autorización previa del docente a cargo.,9293
3940,2025-11-19,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9293
3941,2025-05-26,Positiva,Representación sobresaliente de la institución en las Olimpiadas de Matemáticas.,9051
3942,2025-07-08,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,9051
3943,2025-11-03,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9118
3944,2025-03-03,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9118
3945,2025-11-14,Leve,Conversación reiterativa e interrupción durante la explicación del docente.,9025
3946,2025-05-22,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",9025
3947,2025-04-21,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,9279
3948,2025-08-19,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9125
3949,2025-11-17,Positiva,Apoyo solidario voluntario en el mantenimiento de las áreas verdes del colegio.,9114
3950,2025-09-08,Grave,Agresión física menor en el patio durante el horario de salida.,9114
3951,2025-09-08,Leve,Incumplimiento de la entrega de tareas asignadas en dos sesiones consecutivas.,9224
3952,2025-11-04,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9224
3953,2025-11-17,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",9240
3954,2025-05-16,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,9240
3955,2025-07-08,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9151
3956,2025-07-22,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",9151
3957,2025-03-07,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9151
3958,2025-11-05,Leve,Conversación reiterativa e interrupción durante la explicación del docente.,9281
3959,2025-05-26,Leve,Conversación reiterativa e interrupción durante la explicación del docente.,9010
3960,2025-11-20,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",9044
3961,2025-05-19,Grave,Agresión física menor en el patio durante el horario de salida.,9044
3962,2025-09-08,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9044
3963,2025-03-03,Positiva,Representación sobresaliente de la institución en las Olimpiadas de Matemáticas.,9110
3964,2025-11-03,Positiva,Apoyo solidario voluntario en el mantenimiento de las áreas verdes del colegio.,9110
3965,2025-06-23,Positiva,Representación sobresaliente de la institución en las Olimpiadas de Matemáticas.,9110
3966,2025-05-16,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",9254
3967,2025-04-14,Leve,Uso indebido de celular dentro del aula de clases a pesar de advertencia previa.,9254
3968,2025-08-07,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9143
3969,2025-08-08,Grave,Retiro del aula de clases sin autorización previa del docente a cargo.,9143
3970,2025-10-20,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",9181
3971,2025-09-05,Leve,Uso indebido de celular dentro del aula de clases a pesar de advertencia previa.,9187
3972,2025-04-21,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,9187
3973,2025-11-21,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9165
3974,2025-10-16,Leve,Llegada tardía al aula tras el toque de timbre del receso escolar.,9103
3975,2025-11-10,Positiva,Mostró liderazgo positivo ordenando el aula de cómputo tras finalizar la sesión.,8977
3976,2025-11-03,Positiva,"Excelente aporte en el taller de ciencias, ayudando a integrar a compañeros nuevos.",8977
3977,2025-10-03,Leve,Incumplimiento de la entrega de tareas asignadas en dos sesiones consecutivas.,8977
3978,2025-08-15,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9068
3979,2025-10-06,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9175
3980,2025-09-08,Grave,Escribir grafitis en el mobiliario escolar dentro del aula de clases.,9175
3981,2025-04-14,Grave,Agresión física menor en el patio durante el horario de salida.,9132
3982,2025-10-06,Leve,Uso indebido de celular dentro del aula de clases a pesar de advertencia previa.,9200
3983,2025-10-07,Positiva,Representación sobresaliente de la institución en las Olimpiadas de Matemáticas.,9200
3984,2025-11-10,Positiva,Apoyo solidario voluntario en el mantenimiento de las áreas verdes del colegio.,9016
3985,2025-11-10,Grave,Falta de respeto verbal a un compañero de aula durante las horas de recreo.,9016
3986,2025-03-10,Grave,Agresión física menor en el patio durante el horario de salida.,9016
3987,2025-09-22,Leve,Incumplimiento de la entrega de tareas asignadas en dos sesiones consecutivas.,9007
